matricola,cognome,nome,residenza,classe,nazione,data_nascita,cap
18560,PUSCASU,MIRCO,VERONA,2NE,Italy,24/05/2005,37122
19415,FACCIOLO,GABRIELE,SONA,3BL,Italy,23/04/2007,37124
19580,MARCOLINI,LEONARDO,SAN GIOVANNI LUPATOTO,1HL,Italy,19/07/2005,37010
20336,FER,FRANCESCO,SOMMACAMPAGNA,3BL,Albania,23/05/2006,37137
20372,PEDIO,FILIPPO,SIRMIONE,5AC,Philippines,17/01/2002,37014
18919,SLAVIERO,ROBERTO,VERONA,1CI,Italy,16/03/2006,37026
19083,MUTHUNAMAGONNAGE,STEFANO,SAN GIOVANNI LUPATOTO,3CI,Italy,21/10/2006,37055
20512,MARCHESINI,THOMAS,VILLAFRANCA DI VERONA,2DI,Italy,01/03/2006,37133
19789,HUYNH,JACOPO,LAZISE,1IL,Italy,25/02/2006,37137
19838,XU,DOMENICO GABRIELE,NEGRAR,1FL,Moldova,01/07/2003,37124
18913,SCARSI,ANDREA,GUIDONIA MONTECELIO,5DI,Romania,07/11/2004,37057
19691,BENETTI,PIETRO,BOVOLONE,4BL,Croatia,30/06/2007,37059
18785,SPADA,MATTEO,NEGRAR,2DI,Italy,17/08/2007,37139
19448,SANTINATO,ANDREA,CASTELNUOVO DEL GARDA,3AT,Italy,14/10/2007,37020
19294,BENEDETTI,DARIO,VERONA,3AL,Italy,28/06/2003,37135
19833,SALHAN,ARMANDO,ILLASI,5AE,Albania,05/10/2005,37060
19425,GIRARDI,MATTIA,VERONA,1QL,Italy,13/02/2004,37069
20515,MARCHI,LEONARDO,OPPEANO,3GI,Italy,29/05/2007,37100
19424,SALAN,FILIPPO,CASTELNUOVO DEL GARDA,2IL,Albania,25/11/2007,37028
19575,MAROGNA,ALESSANDRO,CAPRINO VERONESE,1IL,Italy,03/04/2006,37137
20081,BISSOLI,MIRCO,LAVAGNO,5BL,Italy,30/12/2005,37042
19820,LIAO,LEONARDO,VERONA,5DI,Italy,12/07/2006,37063
20376,GIRARDELLO,LORENZO GIUSEPPE,PESCHIERA DEL GARDA,2ME,Italy,15/06/2004,37135
18976,DAVID,BIANCA MARIA,SAN PIETRO IN CARIANO,1HL,Italy,24/04/2006,37100
19496,MILIVOJEVIC,NICOLO',VERONA,3BI,Italy,31/10/2006,37069
19693,GIURGILA,ARTURO,SAN PIETRO IN CARIANO,1DI,Italy,13/07/2006,37057
18531,MAGAGNA,DAVIDE,COLOGNOLA AI COLLI,1GL,Ghana,10/09/2006,37132
19921,BRUSCHI,MATTEO,OPPEANO,4AL,Italy,11/08/2006,37030
20335,BROGNARA,ALESSANDRO,BUTTAPIETRA,1QL,Italy,11/03/2006,37134
19881,FACCIOLI,FEDERICO,VERONA,3AL,Italy,03/02/2007,37141
19362,MENEGHELLI,GIUSEPPE,RONCO ALL'ADIGE,3BE,Italy,13/04/2007,37054
20371,SPAGNUOLO,LORENZO,BUSSOLENGO,1OE,Italy,14/02/2003,37122
20506,EL HARIRI,PALAMANGA ENOCK TRESOR,VERONA,3BL,Italy,16/05/2007,37124
19810,PIASERE,FRANCESCO,CERRO VERONESE,4AI,Italy,16/05/2005,37026
19439,RAZA,LORENZO,SONA,5DI,Italy,13/07/2007,37026
19161,DE BIASI,KEVIN,ZEVIO,2FL,Italy,27/09/2004,37126
18817,MELOTTO,ANNA,BUSSOLENGO,3DI,Italy,18/10/2007,37014
19791,GUERRA CHIRINO,LUCA,CARPINONE,3EI,Italy,24/11/2006,37050
20034,GIACOMAZZI,GIACOMO,VERONA,4AT,Italy,10/01/2006,37060
18036,SCOGNAMIGLIO,FEDERICO,SAN PIETRO IN CARIANO,4DI,Italy,22/11/2005,37064
19211,VINCO,JACOPO,SONA,1AI,Italy,06/01/2007,37132
19385,MAZILU,MATTIA,CAZZANO DI TRAMIGNA,1IL,Italy,23/06/2007,37060
20193,DI LEONE,ZENO,SAN PIETRO IN CARIANO,5AL,Italy,27/06/2007,37060
19784,SILAS,RICCARDO,VERONA,1IL,Italy,19/03/2003,37131
19205,SIOLI,VITTORIO,CAZZANO DI TRAMIGNA,4CI,Italy,09/10/2005,37136
19759,ZANINI,WEI YUE,RONCO ALL'ADIGE,5AC,Italy,21/10/2003,37030
20227,KUQI,MOAAD,GARDA,3AC,Sri Lanka,07/01/2005,37060
19799,SPINELLI,FRANCESCO,VALEGGIO SUL MINCIO,4AE,Italy,18/10/2005,37028
19732,AMSWINN,NICOLA,SOMMACAMPAGNA,4AI,Italy,13/05/2003,37136
19852,PERLINI,DIEGO,VERONA,4AC,Italy,08/12/2003,37051
20244,PATUZZO,ALESSANDRO,LAVAGNO,3FI,Albania,28/09/2005,37010
18602,ROMEO,ANTONIO,CAPRINO VERONESE,5AC,Italy,10/04/2005,37020
20538,MARCHI,FEDERICO,VERONA,1SE,Pakistan,09/01/2005,37066
20174,GROSSELLI,CRISTIAN STEFAN,VERONA,5BL,Italy,08/09/2004,37023
19412,BROCCA,MARTINO,VERONA,4AI,Italy,16/05/2005,37124
19891,VERONESE,MATEO EUSEBIO,SOMMACAMPAGNA,1HL,Bulgaria,12/02/2007,37139
18670,ZANGRANDI,THOMAS,PASTRENGO,2OE,Italy,01/07/2007,37136
20029,SIGNANINI,ANDREA,VERONA,4EI,Italy,16/11/2005,37014
19262,FAGAGNINI,MATTIA,CALDIERO,2CI,Italy,02/12/2004,37138
19938,BELLONI,MARCO,VERONA,5BL,Italy,06/08/2005,37050
19532,GRAGNATO,ALESSANDRO,CALDIERO,1DI,Italy,13/05/2007,37138
20038,LORENTINO,GIOVANNI,VERONA,4BL,China,27/02/2006,37137
18537,GOZZO,NICOLA,CASTEL D'AZZANO,2HL,Italy,13/04/2007,37066
19288,MARCHESE,ANDREA,BUSSOLENGO,2LE,Italy,30/04/2005,37100
20168,MISCOI,LUKAS CEES BRUNO,VERONA,2PE,Romania,26/06/2004,37055
20432,GHINEA,SEBASTIANO,VELO VERONESE,3AE,Romania,10/01/2005,37015
18728,BIANCHINI,MATTIA,VERONA,1ME,Italy,08/03/2005,37029
19419,FRACCAROLI,STEFANO,VERONA,1DI,Italy,09/01/2004,37010
20132,GREGORI,RICCARDO,VERONA,1NE,Romania,17/05/2004,25019
20456,VERONESI,LORENZO,VERONA,1DI,Sri Lanka,24/02/2005,37026
18782,PASSILONGO,RICCARDO,CASTELNUOVO DEL GARDA,5CI,Italy,14/12/2006,37133
20144,LONARDI,THOMAS,CALDIERO,4BI,Italy,20/09/2006,37122
20438,BOSELLO,ANDREEIA IULIAN,VERONA,1NE,Italy,28/08/2006,37134
19530,BALLA,ALVISE,BRENTINO BELLUNO,3EI,Italy,17/11/2007,37062
20537,CETOJEVIC,FRANCESCO,VERONA,4DI,India,20/12/2006,37020
19707,LUPO,DAVIDE,VERONA,3BI,Italy,09/01/2006,37135
18618,BUMBAR,TEODOR,MEZZANE DI SOTTO,2PE,Italy,09/06/2003,37039
20077,RIGATELLI,MANUEL,VERONA,4AE,Italy,11/04/2007,37131
19458,LAVARINI,FORTUNE CHINEMEREM,VERONA,1GL,Italy,17/03/2005,37069
20403,BERTOLDO,TOMMASO,ARCOLE,1RI,Italy,09/12/2006,37066
19816,VENTORUZZO,MICHELE,LAVAGNO,5AL,Morocco,05/02/2007,37135
18669,ROSSETTI,ENRICO,VERONA,2EI,Italy,15/08/2004,37129
19674,GHEORGHE,ANDREA,SAN GIOVANNI LUPATOTO,4CI,China,01/10/2004,37100
20113,FAIDOUL,CLAUDIO,VERONA,1RI,Italy,17/09/2005,37060
19134,MIGLIORINI,NICCOLO',VERONA,5BI,Sri Lanka,26/08/2005,37137
19286,BONOMINI,VITTORIA,SAN MARTINO BUON ALBERGO,1QL,Italy,06/01/2006,37067
19883,GUBIAN,FRANCESCO,SONA,1OE,Sri Lanka,14/10/2005,37132
19169,ROMEO,DAVIDE ENEA,PESCANTINA,2NE,Italy,05/03/2006,37026
20003,MARINELLI,NOAH,ISOLA DELLA SCALA,5AL,Italy,28/12/2007,37139
19669,SAURINI,SINDA,VERONA,4BE,Moldova,05/12/2004,37133
20009,CASTAGNEDI,FILIPPO,PESCANTINA,3FI,Italy,11/01/2006,37014
18956,GAMO,ETTORE,MEZZANE DI SOTTO,4BE,Italy,24/02/2003,37013
19839,MAZZURANA,DAMIANO,SONA,4AC,Romania,03/04/2007,37030
20498,BISSOLI,PIETRO ALEXANDRO,CASALEONE,4AL,Italy,03/04/2007,37134
19569,CASTAGNA,NICOLAS,VERONA,4AI,Italy,22/08/2007,37023
18683,SCHIAVON,IRENE,GREZZANA,5EI,Italy,05/09/2005,37142
19012,POLI,MARCO,VERONA,2OE,Italy,07/07/2005,37057
19653,GASPARI,ALESSIO,PESCANTINA,5AI,Italy,21/01/2004,37015
20418,ZOMPA,FRANCESCO,VERONA,2PE,Italy,04/04/2005,37060
19533,GERMINIANI,MATTIA,VERONA,4BI,Italy,02/01/2003,37132
20002,ZANETTI,MARCO,PESCANTINA,2HL,Italy,09/10/2007,37014
19540,TOAIARI,CHRISTIAN FRANCESCO,VERONA,4BL,Italy,10/12/2005,37057
20523,BAIETTA,GIULIA,SAN PIETRO IN CARIANO,3DI,Italy,29/01/2007,37030
19488,ANDREIS,CRISTIAN,MONTEFORTE D'ALPONE,5DI,Italy,25/07/2007,37141
20442,CONTRI,FEDERICO MARIA,PESCANTINA,1HL,Italy,18/01/2008,37135
19965,SOHAIL,MICHAEL,PESCHIERA DEL GARDA,2PE,Italy,21/12/2006,37123
19531,SOSSELLA,KEVIN,VERONA,1SE,Italy,10/01/2006,37050
19963,PROCOPIO,LUCA,SONA,3CI,Italy,05/06/2002,37063
20236,GEORGESCU,SANTO,PESCANTINA,2PE,Italy,11/10/2007,37138
19679,BORDONI,PIETRO,VERONA,1LE,Italy,11/09/2007,37124
18707,PICCOLI,VIOREL,ISOLA DELLA SCALA,1AI,Italy,19/08/2005,37131
19404,STECCANELLA,RODERICK OSEI OWUSU,SAN MARTINO BUON ALBERGO,1RI,Italy,31/10/2004,37030
20145,SABETTA,KEVIN,VERONA,1DI,Italy,22/12/2004,37066
18701,SHERA,SAMUELE LUIGI,MEZZANE DI SOTTO,3AL,Italy,11/04/2005,37060
20377,OUMIDA,GIULIO,SOMMACAMPAGNA,2ME,Italy,26/11/2007,37131
20120,GASPARATO,NICOLO',CASTELNUOVO DEL GARDA,4AT,Italy,27/10/2004,37136
19645,BOGGIAN,LORENZO,VERONA,4BI,Italy,02/02/2006,37060
19844,GOVERNO,ARJANIT,VERONA,1AI,Italy,30/06/2007,37012
20231,FILIPPINI,GRAZIANO,VERONA,4AT,Nigeria,28/12/2007,37125
20141,SCAMPERLE,ALESSANDRO,GARDA,2LE,Italy,12/05/2004,37133
19155,CREMA,MUHAMMAD ABDULLAH,BUSSOLENGO,3BL,Moldova,03/01/2007,37138
20110,PALAMARI,DENIS,ZEVIO,2BI,Italy,17/03/2007,37051
19678,ZANETTI,LEONARDO,SALIZZOLE,5BL,Italy,18/07/2005,37012
19325,MARTINI,NICOLO',VERONA,4BI,Italy,22/06/2003,37015
19326,GABRIELI,KARIM,BUSSOLENGO,1OE,Italy,26/11/2004,37141
19399,MARCOLINI,CRISTIAN,VERONA,2LE,Italy,22/03/2007,37059
20387,MARIN,ADAM,ZEVIO,4AE,Italy,23/01/2007,37066
20211,TODESCHINI,ZENO,VERONA,1LE,Italy,02/03/2005,37060
20228,TURCANU,FILIPPO,TREGNAGO,2LE,Italy,06/10/2004,37036
19449,MAHALEKAMGE FERNANDO,LUCA,SAN GIOVANNI LUPATOTO,5EI,Italy,02/04/2006,37036
19609,SINGH,THOMAS,FUMANE,1RI,Italy,25/02/2006,37042
18657,PASCA,ONYEMAUCHECHUKWU LEONARD,VILLAFRANCA DI VERONA,2AI,Romania,19/08/2004,37139
19333,BUDACA,NICOLO' ETHAN,CASTELNUOVO DEL GARDA,5BL,Romania,24/05/2006,37059
18198,RINALDI,RICCARDO,SAN BONIFACIO,2AI,Italy,16/01/2007,37069
19981,ZAMBON,FRANCESCO FLORIN,CASTEL D'AZZANO,4AC,Italy,28/07/2004,37060
20164,MOISEI,RUBEN DARIO,PALU',2IL,Italy,06/12/2006,37136
20457,JICMON,RAFFAELE,CAPRINO VERONESE,1ME,Italy,24/04/2007,37142
18737,ROSCA,FEDERICO,SAN GIOVANNI LUPATOTO,4BI,Italy,11/05/2006,37131
20483,MOSELE,LORENZO,VERONA,5AT,Italy,14/06/2007,37137
19918,MUSSATI,MATTEO,VERONA,4AC,Italy,25/09/2002,37010
20151,BERTOLDI,MANUEL,ISOLA DELLA SCALA,1SE,Italy,15/04/2005,37020
